X0Y1,Defect,StrainRate,Temperature,FractureStrain,FractureStrength,YoungsModulus
0,1,0.001,600,0.0875,70.017422,929.614272
0,1,0.001,600,0.0898,71.114483,926.549122
0,1,0.0025,1,0.10125,80.820782,974.895006
0,1,0.0025,1,0.10125,80.812647,974.514662
0,1,0.0025,1,0.10125,80.782643,974.215568
0,1,0.0025,1,0.101,80.704447,974.657866
0,1,0.0025,1,0.10125,80.819407,974.408516
0,1,0.0025,10,0.10125,80.750594,971.720863
0,1,0.0025,10,0.1015,80.865819,970.814217
0,1,0.0025,10,0.101,80.599463,971.569652
0,1,0.0025,10,0.101,80.632199,971.378007
0,1,0.0025,10,0.10125,80.786737,972.65828
0,1,0.0025,100,0.1,79.589229,952.121934
0,1,0.0025,100,0.09975,79.325886,953.824333
0,1,0.0025,100,0.101,80.084485,951.447026
0,1,0.0025,100,0.10025,79.739999,951.923032
0,1,0.0025,100,0.1,79.477057,953.790272
0,1,0.0025,1200,0.07725,60.028956,892.08074
0,1,0.0025,1200,0.07275,58.315647,883.897897
0,1,0.0025,1200,0.07775,60.923955,894.014918
